"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"19/11/2025","442,67","441,04","443,58","440,28","4,81B","0,55%"
"18/11/2025","440,24","444,51","446,18","438,73","5,14B","-1,00%"
"17/11/2025","444,68","444,02","446,76","443,66","6,44B","0,35%"
"14/11/2025","443,13","441,46","445,12","440,84","3,95B","0,43%"
"13/11/2025","441,25","446,11","446,52","440,89","6,54B","-1,09%"
"12/11/2025","446,11","443,56","448,25","443,01","7,92B","0,90%"
"11/11/2025","442,14","446,72","447,45","440,64","12,35B","-0,35%"
"10/11/2025","443,68","447,49","448,47","443,68","15,87B","-0,12%"
"07/11/2025","444,21","442,78","445,56","442,15","4,92B","0,32%"
"06/11/2025","442,78","445,39","445,66","441,49","3,98B","-0,52%"
"05/11/2025","445,08","439,94","445,08","437,90","13,16B","0,94%"
"04/11/2025","440,94","443,28","446,18","440,67","4,63B","-0,57%"
"03/11/2025","443,47","439,17","444,37","438,80","980,66M","1,49%"
"31/10/2025","436,96","440,45","441,92","435,86","5,93B","-0,84%"
"30/10/2025","440,65","440,72","446,13","438,95","12,66B","0,12%"
"29/10/2025","440,12","432,51","440,12","430,37","2,66B","1,63%"
"28/10/2025","433,04","434,05","436,27","429,21","4,33B","-0,09%"
"27/10/2025","433,45","437,58","440,71","424,67","7,79B","-0,20%"
"24/10/2025","434,30","433,47","439,15","433,39","2,97B","0,22%"
"23/10/2025","433,33","423,10","434,44","422,98","2,95B","2,66%"
"22/10/2025","422,11","429,49","431,63","421,58","3,02B","-1,50%"
"21/10/2025","428,55","421,14","428,70","420,08","3,99B","3,18%"
"20/10/2025","415,34","407,01","418,07","405,41","5,39B","3,58%"
"17/10/2025","401,00","405,87","407,08","398,38","4,30B","-1,16%"
"16/10/2025","405,68","403,80","408,55","402,26","2,82B","0,50%"
"15/10/2025","403,68","405,99","407,22","397,26","4,56B","0,14%"
"14/10/2025","403,13","413,18","415,58","403,13","6,20B","-2,14%"
"13/10/2025","411,94","410,48","416,07","408,40","3,76B","-0,77%"
"10/10/2025","415,14","418,03","418,03","413,88","3,48B","-0,79%"
"09/10/2025","418,44","411,16","420,49","408,96","4,04B","1,74%"
"08/10/2025","411,29","413,87","414,73","407,02","2,83B","-0,25%"
"07/10/2025","412,31","413,02","415,24","410,91","4,26B","0,36%"
"06/10/2025","410,83","414,16","415,67","410,07","5,97B","-0,37%"
"03/10/2025","412,36","412,59","414,15","410,72","9,64B","0,23%"
"02/10/2025","411,43","412,17","415,86","411,14","4,21B","-0,01%"
"01/10/2025","411,47","415,16","417,61","411,35","5,29B","-1,08%"
"30/09/2025","415,96","421,54","423,07","415,74","5,69B","-1,25%"
"29/09/2025","421,21","423,51","424,36","420,59","5,06B","-0,07%"
"26/09/2025","421,51","416,76","421,51","416,33","6,83B","0,87%"
"25/09/2025","417,89","423,73","425,16","417,86","8,39B","-1,57%"
"24/09/2025","424,56","425,96","426,72","421,67","3,23B","-0,05%"
"23/09/2025","424,79","422,29","424,79","419,93","5,81B","0,71%"
"22/09/2025","421,80","424,83","425,12","419,42","4,25B","-0,18%"
"19/09/2025","422,56","418,23","423,36","417,49","10,70B","0,43%"
"18/09/2025","420,74","426,63","426,86","419,13","5,93B","-0,72%"
"17/09/2025","423,79","419,26","423,79","416,71","3,32B","1,05%"
"16/09/2025","419,39","422,25","422,72","415,88","6,52B","-0,10%"
"15/09/2025","419,82","419,73","422,30","418,64","3,80B","0,59%"
"12/09/2025","417,34","416,52","418,01","413,98","3,38B","1,26%"
"11/09/2025","412,17","412,05","415,27","410,48","4,33B","1,46%"
"10/09/2025","406,23","402,39","406,51","402,13","2,97B","1,52%"
"09/09/2025","400,16","404,80","408,27","398,59","6,36B","-1,54%"
"08/09/2025","406,40","420,69","420,74","406,40","4,12B","-2,01%"
"04/09/2025","414,74","413,81","415,43","412,48","3,00B","0,12%"
"03/09/2025","414,24","412,90","416,77","411,16","3,36B","0,76%"
"02/09/2025","411,11","410,44","415,29","409,99","3,12B","0,52%"
"01/09/2025","408,98","399,21","410,89","395,70","5,01B","-1,08%"
"29/08/2025","413,46","417,98","419,41","411,37","5,53B","-1,88%"
"28/08/2025","421,36","422,39","424,80","421,36","2,35B","0,04%"
"27/08/2025","421,20","421,64","423,35","419,89","3,07B","-0,60%"
"26/08/2025","423,73","428,49","429,08","421,30","10,21B","-1,14%"
"25/08/2025","428,62","429,83","431,98","428,62","2,67B","0,74%"
"22/08/2025","425,47","429,79","430,08","425,47","3,18B","-0,78%"
"21/08/2025","428,80","427,91","429,90","425,86","4,07B","0,17%"
"20/08/2025","428,08","420,26","428,54","420,03","3,15B","1,48%"
"19/08/2025","421,82","423,79","423,96","419,90","6,25B","-0,58%"
"15/08/2025","424,29","428,34","429,75","424,18","4,01B","-0,71%"
"14/08/2025","427,33","429,89","432,26","427,33","5,30B","-0,42%"
"13/08/2025","429,13","429,32","432,36","426,63","5,30B","0,78%"
"12/08/2025","425,82","416,22","426,78","415,23","3,87B","3,04%"
"11/08/2025","413,26","412,09","414,78","411,55","2,97B","1,07%"
"08/08/2025","408,89","412,79","413,28","408,82","3,44B","-0,31%"
"07/08/2025","410,18","413,05","414,13","410,18","3,87B","-0,27%"
"06/08/2025","411,28","415,80","416,28","411,28","2,86B","-0,93%"
"05/08/2025","415,13","414,22","417,36","413,08","2,96B","0,82%"
"04/08/2025","411,75","412,78","414,32","409,37","3,38B","-0,12%"
"01/08/2025","412,26","414,73","415,85","410,93","4,62B","0,81%"
"31/07/2025","408,97","412,99","414,52","408,97","8,69B","-1,03%"
"30/07/2025","413,23","417,28","417,58","411,74","7,83B","-0,76%"
"29/07/2025","416,41","415,90","416,50","413,56","2,61B","0,21%"
"28/07/2025","415,53","414,93","416,13","413,48","4,77B","1,16%"
"25/07/2025","410,76","412,61","413,01","408,15","6,18B","-0,73%"
"24/07/2025","413,79","411,02","415,56","410,51","5,23B","1,06%"
"23/07/2025","409,46","407,41","409,46","404,99","5,22B","1,08%"
"22/07/2025","405,08","410,13","411,72","404,65","4,67B","-0,87%"
"21/07/2025","408,63","409,69","410,61","405,61","4,80B","0,41%"
"18/07/2025","406,97","409,95","411,87","406,97","9,99B","-0,19%"
"17/07/2025","407,75","404,53","408,43","403,65","4,55B","1,39%"
"16/07/2025","402,17","405,21","406,30","402,17","3,07B","-0,07%"
"15/07/2025","402,43","402,31","403,28","398,45","4,15B","0,29%"
"14/07/2025","401,28","407,32","408,05","398,48","4,59B","-1,19%"
"11/07/2025","406,10","403,67","406,10","402,96","2,65B","1,19%"
"10/07/2025","401,33","396,93","402,07","395,96","2,97B","1,58%"
"09/07/2025","395,09","392,85","395,09","391,89","2,57B","0,54%"
"08/07/2025","392,99","394,47","395,46","391,79","2,91B","-0,70%"
"07/07/2025","395,76","393,48","395,76","391,64","2,69B","0,67%"
"04/07/2025","393,11","395,02","397,31","391,30","3,63B","-0,29%"
"03/07/2025","394,24","395,57","397,71","394,17","4,40B","-0,10%"
"02/07/2025","394,62","394,52","396,66","391,54","5,68B","-0,57%"
"01/07/2025","396,88","401,18","401,73","394,38","3,20B","-0,49%"
"30/06/2025","398,85","400,66","401,62","394,84","6,00B","0,37%"
"26/06/2025","397,38","392,33","397,38","389,95","3,31B","1,40%"
"25/06/2025","391,90","398,53","399,27","390,21","4,03B","-0,83%"
"24/06/2025","395,16","396,60","401,24","394,98","6,42B","1,19%"
"23/06/2025","390,50","391,40","393,00","385,89","8,47B","-1,66%"
"20/06/2025","397,08","399,73","401,16","394,98","14,90B","-1,13%"
"19/06/2025","401,63","411,02","411,79","399,17","5,94B","-2,52%"
"18/06/2025","412,00","414,08","415,08","410,34","3,80B","-0,64%"
"17/06/2025","414,67","416,76","417,73","413,88","2,68B","0,11%"
"16/06/2025","414,22","414,85","417,56","413,70","4,60B","-0,39%"
"13/06/2025","415,85","417,81","419,20","414,04","6,15B","-0,76%"
"12/06/2025","419,02","421,39","421,51","417,95","5,24B","-0,56%"
"11/06/2025","421,38","421,70","422,25","418,98","8,07B","-0,40%"
"10/06/2025","423,06","419,46","423,55","419,10","11,74B","1,42%"
"05/06/2025","417,15","417,84","418,97","415,26","5,71B","0,36%"
"04/06/2025","415,65","419,04","419,94","414,73","8,28B","-0,04%"
"03/06/2025","415,81","416,40","417,57","410,24","6,76B","-0,06%"
"02/06/2025","416,07","420,73","422,66","413,99","9,35B","-2,35%"
"28/05/2025","426,08","428,99","430,16","424,55","14,86B","-0,50%"
"27/05/2025","428,21","428,80","429,74","425,51","11,37B","0,07%"
"26/05/2025","427,90","427,77","428,71","422,99","17,37B","0,28%"
"23/05/2025","426,68","428,98","429,27","424,50","3,97B","0,20%"
"22/05/2025","425,84","425,67","427,95","422,83","6,28B","0,45%"
"21/05/2025","423,94","420,62","426,54","419,80","8,45B","1,06%"
"20/05/2025","419,48","425,02","428,19","418,87","7,18B","-1,11%"
"19/05/2025","424,19","420,48","426,06","418,42","8,54B","0,85%"
"16/05/2025","420,64","419,47","420,64","411,89","8,37B","1,43%"
"15/05/2025","414,70","409,90","417,65","409,77","16,20B","1,47%"
"14/05/2025","408,70","403,31","408,90","403,00","9,75B","2,98%"
"09/05/2025","396,85","397,28","399,09","395,32","4,41B","0,30%"
"08/05/2025","395,68","404,10","406,49","395,44","11,16B","-1,75%"
"07/05/2025","402,73","402,96","404,62","401,49","4,50B","0,40%"
"06/05/2025","401,12","400,57","403,33","399,96","3,97B","0,58%"
"05/05/2025","398,81","398,90","402,46","397,66","6,69B","0,48%"
"02/05/2025","396,88","398,94","399,71","394,39","4,23B","0,38%"
"30/04/2025","395,36","392,52","396,79","389,94","7,31B","0,63%"
"29/04/2025","392,89","393,02","394,09","390,66","5,60B","0,42%"
"28/04/2025","391,27","392,72","393,79","390,19","3,39B","0,40%"
"25/04/2025","389,72","389,57","391,18","387,67","5,61B","1,04%"
"24/04/2025","385,72","389,72","392,58","383,74","4,89B","-0,36%"
"23/04/2025","387,13","381,52","387,26","381,37","4,93B","2,40%"
"22/04/2025","378,05","374,85","378,80","374,29","3,02B","0,81%"
"21/04/2025","375,03","376,69","377,48","372,28","2,19B","-0,20%"
"17/04/2025","375,77","374,68","376,99","372,29","3,87B","0,43%"
"16/04/2025","374,16","377,95","378,20","371,09","4,20B","-0,87%"
"15/04/2025","377,45","380,97","382,05","374,89","5,33B","-0,22%"
"14/04/2025","378,30","368,11","378,30","368,07","6,01B","1,69%"
"11/04/2025","372,01","366,61","373,87","363,83","3,88B","-0,19%"
"10/04/2025","372,73","377,46","380,22","369,93","7,39B","5,60%"
"09/04/2025","352,98","352,48","361,67","351,39","6,60B","0,08%"
"08/04/2025","352,69","342,54","356,52","340,58","8,94B","-8,83%"
"27/03/2025","386,86","383,64","386,86","379,58","3,25B","0,42%"
"26/03/2025","385,25","373,45","386,74","373,17","7,08B","5,16%"
"25/03/2025","366,36","360,60","368,33","359,45","3,13B","2,37%"
"24/03/2025","357,87","359,08","361,54","346,64","4,04B","-1,01%"
"21/03/2025","361,51","368,29","368,91","357,38","8,61B","-2,31%"
"20/03/2025","370,05","375,64","376,17","368,65","3,86B","-0,66%"
"19/03/2025","372,51","371,21","373,63","366,24","3,41B","0,60%"
"18/03/2025","370,30","380,15","381,19","356,53","8,42B","-2,47%"
"17/03/2025","379,69","380,47","382,36","377,13","3,40B","0,22%"
"14/03/2025","378,87","381,41","383,98","378,87","3,97B","-1,33%"
"13/03/2025","383,99","392,78","393,37","383,99","5,25B","-1,43%"
"12/03/2025","389,55","383,33","389,55","383,06","4,76B","2,16%"
"11/03/2025","381,33","381,08","383,29","378,18","5,87B","-0,98%"
"10/03/2025","385,10","387,76","388,91","383,51","5,35B","-1,39%"
"07/03/2025","390,54","391,97","393,14","388,02","11,58B","-0,23%"
"06/03/2025","391,42","392,97","396,85","391,27","4,46B","0,60%"
"05/03/2025","389,09","379,98","391,89","379,89","5,49B","2,79%"
"04/03/2025","378,53","382,61","383,92","376,43","4,83B","-0,97%"
"03/03/2025","382,24","372,17","386,29","369,96","6,77B","4,85%"
"28/02/2025","364,55","374,47","374,62","363,58","9,50B","-3,62%"
"27/02/2025","378,23","388,14","389,01","375,31","6,53B","-2,62%"
"26/02/2025","388,39","388,85","391,91","383,46","4,01B","0,11%"
"25/02/2025","387,96","398,43","399,87","387,96","5,06B","-2,89%"
"24/02/2025","399,49","401,07","402,02","397,08","1,91B","-0,62%"
"21/02/2025","401,97","402,49","403,82","400,00","4,17B","-0,65%"
"20/02/2025","404,60","404,67","406,82","400,99","3,66B","-0,38%"
"19/02/2025","406,14","416,07","416,99","404,55","4,22B","-2,52%"
"18/02/2025","416,64","414,27","420,72","413,66","5,11B","0,74%"
"17/02/2025","413,58","402,71","414,29","401,93","3,10B","3,20%"
"14/02/2025","400,76","401,40","404,43","397,75","3,16B","0,43%"
"13/02/2025","399,02","398,68","400,22","395,33","3,93B","-0,57%"
"12/02/2025","401,30","394,91","401,30","394,71","3,17B","1,70%"
"11/02/2025","394,57","396,49","399,92","392,33","3,90B","-1,23%"
"10/02/2025","399,47","403,09","405,96","398,93","4,91B","-1,81%"
"07/02/2025","406,85","400,67","406,85","395,13","5,26B","1,09%"
"06/02/2025","402,44","414,22","414,39","398,92","6,72B","-3,12%"
"05/02/2025","415,42","419,45","420,21","413,71","14,44B","-1,45%"
"04/02/2025","421,52","422,58","425,27","418,66","12,68B","0,03%"
"03/02/2025","421,41","424,49","424,82","415,32","4,00B","-1,20%"
"31/01/2025","426,53","425,09","431,52","424,32","3,55B","1,20%"
"30/01/2025","421,46","424,68","425,99","420,61","5,62B","-1,40%"
"24/01/2025","427,43","436,57","437,29","427,43","3,41B","-1,57%"
"23/01/2025","434,23","436,40","439,76","434,23","3,71B","-0,27%"
"22/01/2025","435,42","433,86","436,46","432,89","4,70B","1,25%"
"21/01/2025","430,05","432,57","435,86","430,05","6,31B","0,10%"
"20/01/2025","429,63","431,10","432,69","429,63","6,66B","0,24%"
"17/01/2025","428,62","425,61","431,55","422,96","6,79B","0,65%"
"16/01/2025","425,87","433,06","435,28","425,87","3,06B","0,19%"
"15/01/2025","425,04","414,16","425,71","414,16","3,88B","3,31%"
"14/01/2025","411,42","413,97","418,50","411,42","3,50B","-1,02%"
"13/01/2025","415,67","418,56","420,67","414,97","3,94B","-1,24%"
"10/01/2025","420,89","422,12","424,90","420,89","5,16B","-0,19%"
"09/01/2025","421,69","423,28","425,18","421,69","4,21B","-0,10%"
"08/01/2025","422,09","420,84","425,20","419,47","4,76B","0,58%"
"07/01/2025","419,65","422,97","424,36","419,16","5,07B","-1,08%"
"06/01/2025","424,21","430,53","431,58","423,68","9,80B","-1,29%"
"03/01/2025","429,75","430,10","432,35","428,66","7,75B","0,10%"
"02/01/2025","429,33","424,35","429,33","423,41","4,60B","1,38%"
"30/12/2024","423,48","421,10","424,00","419,46","7,42B","0,06%"
"27/12/2024","423,21","424,34","426,16","422,17","6,69B","-0,27%"
"24/12/2024","424,36","427,81","428,28","423,61","2,22B","-0,55%"
"23/12/2024","426,72","420,62","426,72","420,43","4,00B","2,55%"
"20/12/2024","416,13","417,02","420,53","414,31","4,37B","-0,26%"
"19/12/2024","417,23","420,29","421,46","415,34","5,51B","-2,14%"
"18/12/2024","426,37","430,77","433,84","426,33","2,89B","-0,88%"
"17/12/2024","430,17","438,62","440,58","429,37","6,41B","-2,41%"
"16/12/2024","440,77","439,99","443,61","435,96","8,48B","-0,58%"
"13/12/2024","443,33","445,32","447,60","441,45","3,47B","-1,05%"
"12/12/2024","448,05","453,44","454,67","447,32","3,54B","-1,98%"
"11/12/2024","457,10","454,37","461,37","454,37","9,34B","0,07%"
"10/12/2024","456,79","454,12","456,79","451,53","5,18B","0,47%"
"09/12/2024","454,63","446,85","454,63","446,85","10,93B","1,57%"
"06/12/2024","447,60","445,34","448,17","443,74","3,85B","0,23%"
"05/12/2024","446,58","451,84","452,15","445,06","2,68B","-1,20%"
"04/12/2024","452,02","444,74","453,22","443,52","5,08B","1,65%"
"03/12/2024","444,68","437,98","444,68","437,20","6,92B","3,08%"
"02/12/2024","431,39","439,04","440,99","431,39","4,57B","-1,67%"
"29/11/2024","438,73","443,27","444,95","438,73","8,46B","-2,02%"
"28/11/2024","447,75","448,49","450,52","446,39","6,89B","-0,92%"
"26/11/2024","451,91","460,33","460,49","451,91","5,10B","-1,48%"
"25/11/2024","458,68","451,34","459,64","451,15","12,86B","2,23%"
"22/11/2024","448,67","443,87","450,27","443,67","10,38B","1,38%"
"21/11/2024","442,58","445,79","448,00","442,58","4,21B","-1,06%"
"20/11/2024","447,32","450,75","451,90","446,64","5,33B","-0,32%"
"19/11/2024","448,74","444,18","451,14","442,82","8,73B","1,18%"
"18/11/2024","443,51","445,38","447,21","442,23","4,99B","-0,65%"
"15/11/2024","446,40","445,52","450,45","445,22","3,34B","-0,39%"
"14/11/2024","448,15","453,42","454,56","448,15","3,86B","-1,29%"
"13/11/2024","454,02","455,36","459,13","453,31","3,86B","0,27%"
"12/11/2024","452,80","451,63","454,59","449,02","4,74B","0,35%"
"11/11/2024","451,23","451,59","455,14","444,40","4,22B","-0,77%"
"08/11/2024","454,73","459,37","460,94","454,70","3,41B","-0,50%"
"07/11/2024","457,03","462,31","463,91","457,03","4,04B","-1,38%"
"06/11/2024","463,44","475,04","475,63","462,70","4,94B","-2,38%"
"05/11/2024","474,76","470,11","475,14","468,67","4,01B","0,86%"
"04/11/2024","470,71","469,61","473,27","464,21","5,86B","0,27%"
"01/11/2024","469,45","473,82","474,86","467,58","3,19B","-0,95%"
"31/10/2024","473,96","476,22","479,86","473,96","6,08B","-0,48%"
"30/10/2024","476,24","472,89","476,88","470,97","3,42B","-0,48%"
"29/10/2024","478,55","481,16","482,98","477,14","3,82B","-0,81%"
"28/10/2024","482,47","488,26","488,60","480,41","5,01B","-0,94%"
"25/10/2024","487,07","488,98","491,11","485,51","4,10B","-0,36%"
"24/10/2024","488,82","491,56","494,56","488,82","4,91B","-0,79%"
"23/10/2024","492,69","490,37","493,03","489,78","5,74B","0,11%"
"22/10/2024","492,14","491,87","494,32","490,65","10,36B","-0,42%"
"21/10/2024","494,21","495,70","496,15","491,98","5,69B","0,13%"
"18/10/2024","493,58","495,40","496,92","491,54","2,87B","0,23%"
"17/10/2024","492,46","487,70","494,89","486,86","3,68B","1,23%"
"16/10/2024","486,49","487,73","487,94","483,58","5,56B","0,12%"
"15/10/2024","485,88","483,47","486,63","481,73","4,95B","0,93%"
"14/10/2024","481,40","479,52","482,61","479,37","6,60B","0,32%"
"11/10/2024","479,88","483,35","483,65","479,36","2,66B","0,23%"
"10/10/2024","478,76","479,58","482,59","477,91","3,45B","-0,16%"
"09/10/2024","479,53","483,79","487,47","479,53","4,86B","-0,92%"
"08/10/2024","483,97","475,62","486,19","472,95","5,20B","1,33%"
"07/10/2024","477,60","479,29","481,23","475,41","10,12B","-0,39%"
"04/10/2024","479,49","482,23","483,25","476,70","10,45B","-0,84%"
"03/10/2024","483,56","484,05","485,90","480,96","5,39B","-0,01%"
"02/10/2024","483,58","485,43","489,91","480,53","6,98B","-1,33%"
"01/10/2024","490,12","484,86","490,25","484,35","3,33B","1,61%"
"30/09/2024","482,37","490,51","490,94","482,37","7,86B","-2,18%"
"27/09/2024","493,12","493,42","495,13","489,83","8,18B","-0,80%"
"26/09/2024","497,08","498,15","499,24","493,18","8,47B","-0,55%"
"25/09/2024","499,86","501,05","501,91","490,21","13,53B","-0,97%"
"24/09/2024","504,75","503,80","506,05","502,90","5,09B","0,15%"
"23/09/2024","503,99","496,95","503,99","496,58","6,77B","1,49%"
"20/09/2024","496,59","499,69","501,21","495,48","14,09B","-0,64%"
"19/09/2024","499,81","498,13","501,22","496,53","10,58B","0,95%"
"18/09/2024","495,10","494,97","497,23","492,69","10,27B","0,34%"
"17/09/2024","493,44","491,20","494,38","490,18","8,61B","0,90%"
"13/09/2024","489,03","488,89","489,42","486,04","5,41B","0,18%"
"12/09/2024","488,15","487,08","490,89","486,63","12,62B","0,73%"
"11/09/2024","484,62","484,28","485,80","482,42","3,76B","0,23%"
"10/09/2024","483,50","482,67","484,02","480,19","8,65B","0,62%"
"09/09/2024","480,52","481,63","483,08","476,87","2,49B","-0,10%"
"06/09/2024","481,00","478,51","482,97","478,14","1,97B","0,57%"
"05/09/2024","478,25","478,41","480,77","477,19","1,65B","0,10%"
"04/09/2024","477,78","474,20","479,07","472,68","2,04B","-0,10%"
"03/09/2024","478,23","483,74","485,24","477,36","2,10B","-0,91%"
"02/09/2024","482,61","480,75","484,82","479,99","2,20B","0,77%"
"30/08/2024","478,92","478,19","479,74","475,56","5,99B","0,45%"
"29/08/2024","476,78","483,03","483,15","476,78","2,67B","-0,78%"
"28/08/2024","480,50","478,92","481,71","475,41","2,87B","0,47%"
"27/08/2024","478,26","480,95","481,86","474,31","2,62B","-0,71%"
"26/08/2024","481,66","478,18","483,45","478,08","2,54B","0,81%"
"23/08/2024","477,80","475,27","480,02","475,02","2,23B","1,02%"
"22/08/2024","472,98","475,78","477,37","470,01","2,73B","-1,18%"
"21/08/2024","478,64","479,87","482,02","477,68","4,50B","0,42%"
"20/08/2024","476,61","473,52","477,77","471,62","4,26B","1,21%"
"19/08/2024","470,89","469,41","470,89","466,98","2,19B","0,19%"
"16/08/2024","469,99","469,59","471,68","468,05","2,02B","0,80%"
"15/08/2024","466,27","467,58","468,65","462,55","2,57B","-0,13%"
"14/08/2024","466,87","464,15","468,56","463,28","4,57B","1,07%"
"13/08/2024","461,90","460,76","462,49","458,81","2,66B","0,71%"
"12/08/2024","458,65","457,40","458,65","454,47","5,57B","0,61%"
"09/08/2024","455,86","456,37","458,61","455,34","2,76B","0,38%"
"08/08/2024","454,12","452,01","455,83","450,23","2,88B","0,50%"
"07/08/2024","451,88","449,27","453,26","448,90","2,79B","1,09%"
"06/08/2024","447,00","447,96","450,10","443,17","2,70B","0,83%"
"05/08/2024","443,34","452,70","453,24","440,46","7,88B","-3,32%"
"02/08/2024","458,54","459,11","461,91","456,28","3,53B","-0,63%"
"01/08/2024","461,45","456,61","461,51","455,60","2,73B","1,47%"
"31/07/2024","454,76","454,23","456,63","453,38","4,61B","0,39%"
"30/07/2024","452,98","457,02","457,65","451,97","2,71B","-1,01%"
"29/07/2024","457,58","460,93","461,75","456,28","2,88B","-0,42%"
"26/07/2024","459,50","459,88","461,66","458,86","2,14B","0,40%"
"25/07/2024","457,69","457,26","457,69","452,93","2,38B","0,17%"
"24/07/2024","456,94","459,15","460,45","455,82","3,80B","-0,87%"
"23/07/2024","460,95","463,85","464,32","459,46","13,68B","-0,28%"
"22/07/2024","462,24","462,33","463,45","460,31","2,91B","0,55%"
"19/07/2024","459,72","459,43","460,83","456,39","3,10B","-0,37%"
"18/07/2024","461,44","455,62","462,01","455,14","3,79B","1,46%"
"17/07/2024","454,82","454,62","457,35","453,56","10,64B","0,88%"
"16/07/2024","450,86","455,76","456,01","450,39","1,26B","-0,83%"
"15/07/2024","454,63","459,17","459,42","452,58","1,44B","-0,82%"
"12/07/2024","458,40","459,48","461,40","457,01","1,58B","0,56%"
"11/07/2024","455,86","456,89","458,60","454,50","2,67B","0,11%"
"10/07/2024","455,38","456,05","458,04","454,40","9,32B","0,14%"
"09/07/2024","454,76","452,29","457,42","450,50","1,74B","0,53%"
"08/07/2024","452,34","453,20","453,58","449,83","2,17B","0,02%"
"05/07/2024","452,25","451,37","454,30","449,66","1,56B","0,88%"
"04/07/2024","448,31","448,66","453,31","447,89","2,28B","0,26%"
"03/07/2024","447,13","447,41","447,61","443,02","1,83B","0,60%"
"02/07/2024","444,46","447,47","448,99","442,85","2,09B","-0,44%"
"01/07/2024","446,43","444,11","446,61","442,26","2,14B","0,78%"
"28/06/2024","442,97","436,89","445,82","436,67","3,25B","1,86%"
"27/06/2024","434,87","431,42","435,63","429,84","2,25B","1,44%"
"26/06/2024","428,70","429,73","433,45","428,35","3,22B","-0,24%"
"25/06/2024","429,73","429,66","430,15","425,25","3,60B","-0,43%"
"24/06/2024","431,58","431,70","434,64","430,75","3,13B","-0,16%"
"21/06/2024","432,28","425,26","436,05","424,46","10,42B","2,15%"
"20/06/2024","423,17","417,13","423,17","415,22","4,98B","2,09%"
"19/06/2024","414,50","417,50","421,00","413,85","11,01B","-0,63%"
"14/06/2024","417,14","425,00","425,95","415,51","5,30B","-1,90%"
"13/06/2024","425,22","431,76","432,18","424,70","7,50B","-0,43%"
"12/06/2024","427,08","430,08","430,88","426,17","6,25B","-0,64%"
"11/06/2024","429,84","437,75","439,23","429,84","6,89B","-2,35%"
"10/06/2024","440,21","441,82","442,35","438,04","13,71B","-0,18%"
"07/06/2024","441,02","445,31","446,07","440,41","3,43B","-0,66%"
"06/06/2024","443,96","443,77","445,88","440,57","4,97B","1,21%"
